#,Categoria,Nome_do_taxon_(com_autoria),Nome_em_Portugues,English_Name,Vasante__Julho_/2023,,,,,,,,,,,,,,,,Seca__Outubro_/2023,,,,,,,,,,,,,,,Enchente_Marco_de_2024,,,,,,,,,,,,,,Cheia_Dezembro_2024,,,,,,,,,,,,,
,,,,,FOAD,B._sonhos,estrada_(mata+comunidade),Sinha_mariana_(indo_para_corixo_Leme),Corixo_Leme,_Rio_II_________________________________________Estirao_Cumprido/Porto_Brandao,,Rio_I_______________________Poco/_Barao,,Mane_Isaque,Rio_III______________Cuiaba_Mirim,Sinha_Mariana__Mutum,Rio_Mutum,Corixo_do_Mato,Chacorore_cidade,Total_1ª_Coleta,FOAD,B._sonhos,estrada_(mata+comunidade),Chacorore___Sinha_Mariana,Corixo_Leme,_Rio_II_____________________________________________________Porto_Brandao/_Estirao_Cumprido,Rio_III,,Mane_Isaque,Rio_I,Sinha_Mariana__Mutum,Rio_Mutum,Corixo_do_Mato,Chacorore,Total_2º_Coleta,FOAD,B._sonhos,estrada_(mata+comunidade),Chacorore___Sinha_Mariana,Corixo_Leme,Rio_III,Rio_II,Rio_I,Mane_Isaque,Sinha_Mariana__Mutum,Rio_Mutum,Corixo_do_Mato,Chacorore,Total_3º_Coleta,FOAD,B._sonhos,estrada_(mata+comunidade),Chacorore___Sinha_Mariana,Corixo_Leme,Rio_III,Rio_II,Rio_I,Mane_Isaque,Sinha_Mariana__Mutum,Rio_Mutum,Corixo_do_Mato,Chacorore,Total_4º_Coleta
2355,Genero,Hypoedaleus_Cabanis_&_Heine_1859,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
2356,Especie,Hypoedaleus_guttatus_(Vieillot_1816),chocao_carijo,Spot_backed_Antshrike,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
2359,Genero,Batara_Lesson_1831,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
2360,Especie,Batara_cinerea_(Vieillot_1819),matracao,Giant_Antshrike,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
2362,Genero,Mackenziaena_Chubb_1918,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
2363,Especie,Mackenziaena_leachii_(Such_1825),borralhara_assobiadora,Large_tailed_Antshrike,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
2364,Especie,Mackenziaena_severa_(Lichtenstein_1823),borralhara,Tufted_Antshrike,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
2365,Genero,Frederickena_Chubb_1918,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
2366,Especie,Frederickena_viridis_(Vieillot_1816),borralhara_do_norte,Black_throated_Antshrike,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
2367,Especie,Frederickena_unduliger_(Pelzeln_1868),borralhara_ondulada,Undulated_Antshrike,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
2371,Genero,Radinopsyche_Whitney_Bravo_Belmonte_Lopes_Bornschein_Pie_&_Brumfield_2021,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
2372,Especie,Radinopsyche_sellowi_(Whitney_&_Pacheco_2000),chorozinho_da_caatinga,Caatinga_Antwren,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
2373,Genero,Biatas_Cabanis_&_Heine_1859,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
2374,Especie,Biatas_nigropectus_(Lafresnaye_1850),papo_branco,White_bearded_Antshrike,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
2375,Genero,Myrmoderus_Ridgway_1909,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
2376,Especie,Myrmoderus_ferrugineus_(Statius_Muller_1776),formigueiro_ferrugem,Ferruginous_backed_Antbird,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
2379,Especie,Myrmoderus_ruficauda_(Wied_1831),formigueiro_de_cauda_ruiva,Scalloped_Antbird,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
2382,Especie,Myrmoderus_loricatus_(Lichtenstein_1823),formigueiro_assobiador,White_bibbed_Antbird,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
2383,Especie,Myrmoderus_squamosus_(Pelzeln_1868),papa_formiga_de_grota,Squamate_Antbird,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
2384,Genero,Hypocnemoides_Bangs_&_Penard_1918,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
2385,Especie,Hypocnemoides_maculicauda_(Pelzeln_1868),solta_asa,Band_tailed_Antbird,2,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
2388,Especie,Hypocnemoides_melanopogon_(Sclater_1857),solta_asa_do_norte,Black_chinned_Antbird,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
2392,Genero,Hylophylax_Ridgway_1909,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
2393,Especie,Hylophylax_naevius_(Gmelin_1789),guarda_floresta,Spot_backed_Antbird,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
2400,Especie,Hylophylax_punctulatus_(Des_Murs_1856),guarda_varzea,Dot_backed_Antbird,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
2403,Genero,Sclateria_Oberholser_1899,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
2404,Especie,Sclateria_naevia_(Gmelin_1788),papa_formiga_do_igarape,Silvered_Antbird,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
2408,Genero,Myrmelastes_Sclater_1858,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
2409,Especie,Myrmelastes_saturatus_(Salvin_1885),formigueiro_de_roraima,Roraiman_Antbird,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
2411,Especie,Myrmelastes_schistaceus_(Sclater_1858),formigueiro_cinza,Slate_colored_Antbird,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
2412,Especie,Myrmelastes_hyperythrus_(Sclater_1855),formigueiro_chumbo,Plumbeous_Antbird,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
2413,Especie,Myrmelastes_rufifacies_(Hellmayr_1929),formigueiro_de_cara_ruiva,Rufous_faced_Antbird,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
2414,Especie,Myrmelastes_leucostigma_(Pelzeln_1868),formigueiro_de_asa_pintada,Spot_winged_Antbird,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
2418,Especie,Myrmelastes_humaythae_(Hellmayr_1907),formigueiro_de_cauda_curta,Humaita_Antbird,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
2419,Especie,Myrmelastes_caurensis_(Hellmayr_1906),formigueiro_do_caura,Caura_Antbird,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
2421,Genero,Myrmeciza_Gray_1841,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
2422,Especie,Myrmeciza_longipes_(Swainson_1825),formigueiro_de_barriga_branca,White_bellied_Antbird,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
2424,Genero,Myrmoborus_Cabanis_&_Heine_1859,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
2425,Especie,Myrmoborus_melanurus_(Sclater_&_Salvin_1866),formigueiro_de_cauda_preta,Black_tailed_Antbird,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
2426,Especie,Myrmoborus_lophotes_(Hellmayr_&_Seilern_1914),formigueiro_do_bambu,White_lined_Antbird,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
2427,Especie,Myrmoborus_myotherinus_(Spix_1825),formigueiro_de_cara_preta,Black_faced_Antbird,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
2435,Especie,Myrmoborus_leucophrys_(Tschudi_1844),papa_formiga_de_sobrancelha,White_browed_Antbird,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
2439,Especie,Myrmoborus_berlepschi_(Hellmayr_1910),formigueiro_liso_do_solimões,Berlepsch's_Antbird,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
2440,Especie,Myrmoborus_stictopterus_Todd_1927,formigueiro_liso_do_rio_negro,Rio_Negro_Ash_breasted_Antbird,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
2441,Especie,Myrmoborus_lugubris_(Cabanis_1847),formigueiro_liso_do_para,Ash_breasted_Antbird,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
2444,Genero,Pyriglena_Cabanis_1847,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
2445,Especie,Pyriglena_maura_(Menetries_1835),papa_taoca_do_pantanal,Western_Fire_eye,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
2447,Especie,Pyriglena_similis_Zimmer_1931,papa_taoca_do_tapajos,Tapajos_Fire_eye,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
2448,Especie,Pyriglena_leuconota_(Spix_1824),papa_taoca_de_belem,East_Amazonian_Fire_eye,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
2451,Especie,Pyriglena_pernambucensis_Zimmer_1931,papa_taoca_de_pernambuco,Pernambuco_Fire_eye,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
2452,Especie,Pyriglena_atra_(Swainson_1825),papa_taoca_da_bahia,Fringe_backed_Fire_eye,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
2453,Especie,Pyriglena_leucoptera_(Vieillot_1818),papa_taoca_do_sul,White_shouldered_Fire_eye,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
2454,Genero,Rhopornis_Richmond_1902,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
2455,Especie,Rhopornis_ardesiacus_(Wied_1831),gravatazeiro,Slender_Antbird,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
2456,Genero,Percnostola_Cabanis_&_Heine_1859,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
2457,Especie,Percnostola_rufifrons_(Gmelin_1789),formigueiro_de_cabeca_preta,Black_headed_Antbird,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
2458,Especie,Percnostola_subcristata_Hellmayr_1908,formigueiro_de_hellmayr,Hellmayr's_Antbird,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
2459,Especie,Percnostola_minor_Pelzeln_1868,formigueiro_de_pelzeln,Amazonas_Antbird,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
2460,Genero,Akletos_Dunajewski_1948,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
2461,Especie,Akletos_melanoceps_(Spix_1825),formigueiro_grande,White_shouldered_Antbird,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
2462,Especie,Akletos_goeldii_(Snethlage_1908),formigueiro_de_goeldi,Goeldi's_Antbird,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
2463,Genero,Hafferia_Isler_Bravo_&_Brumfield_2013,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
2464,Especie,Hafferia_fortis_(Sclater_&_Salvin_1868),formigueiro_de_taoca,Sooty_Antbird,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
2467,Genero,Sciaphylax_Bravo_Isler_&_Brumfield_2013,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
2468,Especie,Sciaphylax_hemimelaena_(Sclater_1857),formigueiro_de_cauda_castanha,Chestnut_tailed_Antbird,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
2469,Especie,Sciaphylax_pallens_(Berlepsch_&_Hellmayr_1905),formigueiro_de_cauda_baia,Eastern_White_bellied_Antbird,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
2470,Genero,Cercomacra_Sclater_1858,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
2471,Especie,Cercomacra_manu_Fitzpatrick_&_Willard_1990,chororo_de_manu,Manu_Antbird,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
2472,Especie,Cercomacra_brasiliana_Hellmayr_1905,chororo_cinzento,Rio_de_Janeiro_Antbird,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
2473,Especie,Cercomacra_cinerascens_(Sclater_1857),chororo_pocua,Gray_Antbird,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
2478,Especie,Cercomacra_melanaria_(Menetries_1835),chororo_do_pantanal,Mato_Grosso_Antbird,1,,,,,,,,,1,,,,,,2,1,,,,1,,,,,2,,2,,,6,2,,,,,,,,,,,0,9,11,,1,,,,,,,1,,,,,2
2479,Especie,Cercomacra_ferdinandi_Snethlage_1928,chororo_de_goias,Bananal_Antbird,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
2480,Especie,Cercomacra_carbonaria_Sclater_&_Salvin_1873,chororo_do_rio_branco,Rio_Branco_Antbird,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
2481,Genero,Cercomacroides_Tello_&_Raposo_2014,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
2482,Especie,Cercomacroides_nigrescens_(Cabanis_&_Heine_1859),chororo_negro,Blackish_Antbird,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
2485,Especie,Cercomacroides_fuscicauda_(Zimmer_1931),chororo_negro_do_acre,Riparian_Antbird,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
2486,Especie,Cercomacroides_laeta_(Todd_1920),chororo_didi,Willis's_Antbird,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
2490,Especie,Cercomacroides_tyrannina_(Sclater_1855),chororo_escuro,Dusky_Antbird,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
2493,Especie,Cercomacroides_serva_(Sclater_1858),chororo_preto,Black_Antbird,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
2495,Genero,Drymophila_Swainson_1824,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
2496,Especie,Drymophila_ferruginea_(Temminck_1822),ditui,Ferruginous_Antbird,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
2497,Especie,Drymophila_rubricollis_(Bertoni_1901),choquinha_duble,Bertoni's_Antbird,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
2498,Especie,Drymophila_genei_(Filippi_1847),choquinha_da_serra,Rufous_tailed_Antbird,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
2499,Especie,Drymophila_ochropyga_(Hellmayr_1906),choquinha_de_dorso_vermelho,Ochre_rumped_Antbird,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
2500,Especie,Drymophila_malura_(Temminck_1825),choquinha_carijo,Dusky_tailed_Antbird,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
2501,Especie,Drymophila_squamata_(Lichtenstein_1823),pintadinho,Scaled_Antbird,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
2504,Especie,Drymophila_devillei_(Menegaux_&_Hellmayr_1906),choquinha_listrada,Striated_Antbird,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
2507,Genero,Hypocnemis_Cabanis_1847,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
2508,Especie,Hypocnemis_hypoxantha_Sclater_1869,cantador_amarelo,Yellow_browed_Antbird,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
2511,Especie,Hypocnemis_subflava_Cabanis_1873,cantador_galego,Yellow_breasted_Warbling_Antbird,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
2513,Especie,Hypocnemis_cantator_(Boddaert_1783),cantador_da_guiana,Guianan_Warbling_Antbird,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
2516,Especie,Hypocnemis_flavescens_Sclater_1865,cantador_sulfureo,Imeri_Warbling_Antbird,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
2519,Especie,Hypocnemis_peruviana_Taczanowski_1884,cantador_sinaleiro,Peruvian_Warbling_Antbird,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
2522,Especie,Hypocnemis_ochrogyna_Zimmer_1932,cantador_ocraceo,Rondonia_Warbling_Antbird,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
2523,Especie,Hypocnemis_rondoni_Whitney_Isler_Bravo_Aristizabal_Schunck_Silveira_Piacentini_Cohn_Haft_&_Rego_2013,cantador_de_rondon,Manicore_Warbling_Antbird,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
2524,Especie,Hypocnemis_striata_(Spix_1825),cantador_estriado,Spix's_Warbling_Antbird,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
2528,Genero,Pithys_Vieillot_1818,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
2529,Especie,Pithys_albifrons_(Linnaeus_1766),papa_formiga_de_topete,White_plumed_Antbird,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
2533,Genero,Willisornis_Agne_&_Pacheco_2007,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
2534,Especie,Willisornis_poecilinotus_(Cabanis_1847),rendadinho,Common_Scale_backed_Antbird,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
2539,Especie,Willisornis_vidua_(Hellmayr_1905),rendadinho_do_xingu,Xingu_Scale_backed_Antbird,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
2542,Genero,Phlegopsis_Reichenbach_1850,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
2543,Especie,Phlegopsis_nigromaculata_(dOrbigny_&_Lafresnaye_1837),mae_de_taoca,Black_spotted_Bare_eye,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
2548,Especie,Phlegopsis_borbae_Hellmayr_1907,mae_de_taoca_dourada,Pale_faced_Bare_eye,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
2549,Especie,Phlegopsis_erythroptera_(Gould_1855),mae_de_taoca_avermelhada,Reddish_winged_Bare_eye,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
2552,Genero,Gymnopithys_Bonaparte_1857,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
2553,Especie,Gymnopithys_leucaspis_(Sclater_1855),mae_de_taoca_bochechuda,White_cheeked_Antbird,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
2555,Especie,Gymnopithys_rufigula_(Boddaert_1783),mae_de_taoca_de_garganta_vermelha,Rufous_throated_Antbird,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
2559,Genero,Oneillornis_Isler_Bravo_&_Brumfield_2014,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
2560,Especie,Oneillornis_salvini_(Berlepsch_1901),mae_de_taoca_de_cauda_barrada,White_throated_Antbird,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
2563,Genero,Rhegmatorhina_Ridgway_1888,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
2564,Especie,Rhegmatorhina_gymnops_Ridgway_1888,mae_de_taoca_de_cara_branca,Bare_eyed_Antbird,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
2565,Especie,Rhegmatorhina_berlepschi_(Snethlage_1907),mae_de_taoca_arlequim,Harlequin_Antbird,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
2566,Especie,Rhegmatorhina_hoffmannsi_(Hellmayr_1907),mae_de_taoca_papuda,White_breasted_Antbird,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
2567,Especie,Rhegmatorhina_cristata_(Pelzeln_1868),mae_de_taoca_cristada,Chestnut_crested_Antbird,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
2568,Especie,Rhegmatorhina_melanosticta_(Sclater_&_Salvin_1880),mae_de_taoca_cabecuda,Hairy_crested_Antbird,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
2571,Familia,Melanopareiidae_Ericson_Olson_Irested_Alvarenga_&_Fjeldsa_2010,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
2572,Genero,Melanopareia_Reichenbach_1853,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
